food_id,source,usda_food_id,name_zh,name_en,protein_g_per_100g,fat_g_per_100g,carbs_g_per_100g,gi,gi_level,gi_source,gi_match_note,category,translation_note
sr_legacy_171139,sr_legacy,171139,火鸡背部，整只取部位，带皮肉，添加保水液，烤制,"Turkey, back, from whole bird, meat and skin, with added solution, roasted",25.8,11.36,0,,,,,Poultry Products,with added solution 指添加盐水/保水液的产品。
sr_legacy_171140,sr_legacy,171140,肉鸡胸肉，去皮，去骨，仅肉，熟，焖炖,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised",32.06,3.24,0,,,,,Poultry Products,broiler/fryer 指美国 USDA 肉鸡分类，中文统一译为“肉鸡”。
sr_legacy_171193,sr_legacy,171193,牛肩短肋，无骨，仅瘦肉，去除外部脂肪，Select级，生,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, select, raw",20.14,8.99,0,,,,,Beef Products,
sr_legacy_171194,sr_legacy,171194,牛肩眼乡村式肋条，无骨，仅瘦肉，去除外部脂肪，Select级，生,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, select, raw",21.1,5.89,0,,,,,Beef Products,
sr_legacy_171195,sr_legacy,171195,牛肩眼乡村式肋条，无骨，仅瘦肉，去除外部脂肪，所有等级，生,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",20.96,6.95,0,,,,,Beef Products,
sr_legacy_171196,sr_legacy,171196,牛肩眼牛排，无骨，仅瘦肉，去除外部脂肪，Choice级，熟，烤架烤制,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",27.97,11.47,0,,,,,Beef Products,
sr_legacy_171197,sr_legacy,171197,牛肩眼牛排，无骨，仅瘦肉，去除外部脂肪，Select级，熟，烤架烤制,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",27.88,9.77,0,,,,,Beef Products,
sr_legacy_171198,sr_legacy,171198,牛肩肉锅烤块，无骨，仅可分离瘦肉，去除外部脂肪，Choice级，熟，炖煮,"Beef, shoulder pot roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",31.32,8.3,0.0,,,,,Beef Products,
sr_legacy_171199,sr_legacy,171199,牛肩肉锅烤块，无骨，仅可分离瘦肉，去除外部脂肪，Select级，熟，炖煮,"Beef, shoulder pot roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",31.71,7.02,0.0,,,,,Beef Products,
sr_legacy_171200,sr_legacy,171200,牛肩肉锅烤块，无骨，仅可分离瘦肉，去除外部脂肪，各等级，熟，炖煮,"Beef, shoulder pot roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",31.48,7.78,0.0,,,,,Beef Products,
sr_legacy_171201,sr_legacy,171201,牛肩小嫩肉牛排（mock tender），无骨，仅瘦肉，去除外部脂肪，Choice级，熟，炖煮,"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",33.55,6.94,0,,,,,Beef Products,mock tender 为美国牛肩部切法，中文按“牛肩小嫩肉”处理
sr_legacy_171202,sr_legacy,171202,牛肩小嫩肉牛排（mock tender），无骨，仅瘦肉，去除外部脂肪，所有等级，生,"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",21.3,4.17,0,,,,,Beef Products,mock tender 为美国牛肩部切法，中文按“牛肩小嫩肉”处理
sr_legacy_171203,sr_legacy,171203,炖牛肩肉，可分离瘦肉和脂肪，所有等级，熟，炖煮,"Beef, chuck for stew, separable lean and fat, all grades, cooked, braised",32.41,6.82,0,,,,,Beef Products,
sr_legacy_171204,sr_legacy,171204,炖牛肩肉，可分离瘦肉和脂肪，Select级，熟，炖煮,"Beef, chuck for stew, separable lean and fat, select, cooked, braised",32.29,6.34,0,,,,,Beef Products,
sr_legacy_171205,sr_legacy,171205,炖牛肩肉，可分离瘦肉和脂肪，Choice级，熟，炖煮,"Beef, chuck for stew, separable lean and fat, choice, cooked, braised",32.49,7.14,0,,,,,Beef Products,
sr_legacy_171206,sr_legacy,171206,炖牛肩肉，可分离瘦肉和脂肪，所有等级，生,"Beef, chuck for stew, separable lean and fat, all grades, raw",21.75,4.48,0.16,,,,,Beef Products,
sr_legacy_171207,sr_legacy,171207,牛肩下板腱牛排，无骨，仅瘦肉，去除外部脂肪，所有等级，熟，炖煮,"Beef, chuck, under blade steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",31.35,10.41,0,,,,,Beef Products,
sr_legacy_171208,sr_legacy,171208,牛肩下板腱锅烤肉，无骨，可分离瘦肉和脂肪，去除外部脂肪，所有等级，熟，炖煮,"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",26.7,20.49,0,,,,,Beef Products,
sr_legacy_171209,sr_legacy,171209,牛肋眼牛排，去骨，带边肉，仅可分离瘦肉，外部脂肪修整至1/8英寸，各等级，熟，煎烤,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",27.97,10.57,0.0,,,,,Beef Products,lip-on/lip off 按带边肉/去边肉处理
sr_legacy_171210,sr_legacy,171210,牛肋眼烤块，带骨，带边肉，仅可分离瘦肉，外部脂肪修整至1/8英寸，Choice 等级，熟，烤制,"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",27.18,14.55,0.0,,,,,Beef Products,lip-on/lip off 按带边肉/去边肉处理
sr_legacy_171211,sr_legacy,171211,牛肩下板腱中心牛排（Denver Cut），无骨，可分离瘦肉和脂肪，去除外部脂肪，Choice级，熟，烤架烤制,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",26.1,14.41,0.4,,,,,Beef Products,保留 Denver Cut 英文切法名，方便搜索和核对
sr_legacy_171212,sr_legacy,171212,牛肩下板腱中心牛排（Denver Cut），无骨，可分离瘦肉和脂肪，去除外部脂肪，Select级，熟，烤架烤制,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",26.3,12.25,0,,,,,Beef Products,保留 Denver Cut 英文切法名，方便搜索和核对
sr_legacy_171213,sr_legacy,171213,牛肩下板腱中心牛排（Denver Cut），无骨，可分离瘦肉和脂肪，去除外部脂肪，所有等级，生,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, all grades, raw",18.99,11.64,0.36,,,,,Beef Products,保留 Denver Cut 英文切法名，方便搜索和核对
sr_legacy_171214,sr_legacy,171214,牛肩下板腱中心牛排（Denver Cut），无骨，可分离瘦肉和脂肪，去除外部脂肪，Choice级，生,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, choice, raw",18.85,12.4,0.53,,,,,Beef Products,保留 Denver Cut 英文切法名，方便搜索和核对
sr_legacy_171215,sr_legacy,171215,牛肩眼烤肉（America's Beef Roast），无骨，可分离瘦肉和脂肪，去除外部脂肪，Choice级，熟，烤制,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",24.47,15.87,0,,,,,Beef Products,保留 America's Beef Roast 英文切法名，方便搜索和核对
sr_legacy_171216,sr_legacy,171216,牛肩眼烤肉（America's Beef Roast），无骨，可分离瘦肉和脂肪，去除外部脂肪，Select级，熟，烤制,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",24.86,14.41,0,,,,,Beef Products,保留 America's Beef Roast 英文切法名，方便搜索和核对
sr_legacy_171217,sr_legacy,171217,牛肩下板腱牛排，无骨，可分离瘦肉和脂肪，去除外部脂肪，所有等级，熟，炖煮,"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",28.23,18,0,,,,,Beef Products,
sr_legacy_171218,sr_legacy,171218,牛肩下板腱牛排，无骨，可分离瘦肉和脂肪，去除外部脂肪，Choice级，熟，炖煮,"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",27.6,19.3,0,,,,,Beef Products,
sr_legacy_171219,sr_legacy,171219,牛肩下板腱牛排，无骨，可分离瘦肉和脂肪，去除外部脂肪，Select级，熟，炖煮,"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",29.18,16.05,0,,,,,Beef Products,
sr_legacy_171220,sr_legacy,171220,牛肩小嫩肉牛排（mock tender），无骨，可分离瘦肉和脂肪，去除外部脂肪，Choice级，生,"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",21.19,5.18,0,,,,,Beef Products,mock tender 为美国牛肩部切法，中文按“牛肩小嫩肉”处理
sr_legacy_171221,sr_legacy,171221,牛肩小嫩肉牛排（mock tender），无骨，可分离瘦肉和脂肪，去除外部脂肪，Select级，生,"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",21.05,4.2,0,,,,,Beef Products,mock tender 为美国牛肩部切法，中文按“牛肩小嫩肉”处理
sr_legacy_171222,sr_legacy,171222,牛肩短肋，无骨，可分离瘦肉和脂肪，去除外部脂肪，所有等级，熟，炖煮,"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",25.48,22.58,0,,,,,Beef Products,
sr_legacy_171223,sr_legacy,171223,牛肩短肋，无骨，可分离瘦肉和脂肪，去除外部脂肪，Choice级，熟，炖煮,"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",25.26,24.05,0,,,,,Beef Products,
sr_legacy_171224,sr_legacy,171224,牛肩肉锅烤块，无骨，可分离瘦肉和脂肪，去除外部脂肪，各等级，熟，炖煮,"Beef, shoulder pot roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",31.03,8.92,0.0,,,,,Beef Products,
sr_legacy_171225,sr_legacy,171225,牛肩肉锅烤块，无骨，可分离瘦肉和脂肪，去除外部脂肪，Choice级，熟，炖煮,"Beef, shoulder pot roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",30.93,9.25,0.0,,,,,Beef Products,
sr_legacy_171226,sr_legacy,171226,牛肩肉锅烤块，无骨，可分离瘦肉和脂肪，去除外部脂肪，Select级，熟，炖煮,"Beef, shoulder pot roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",31.18,8.41,0.0,,,,,Beef Products,
sr_legacy_171227,sr_legacy,171227,牛肩眼乡村式肋条，无骨，可分离瘦肉和脂肪，去除外部脂肪，所有等级，熟，炖煮,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",27.69,20.55,0,,,,,Beef Products,
sr_legacy_171228,sr_legacy,171228,牛肩眼牛排，无骨，可分离瘦肉和脂肪，去除外部脂肪，所有等级，熟，烤架烤制,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",24.98,19.64,0,,,,,Beef Products,
sr_legacy_171229,sr_legacy,171229,牛肩眼牛排，无骨，可分离瘦肉和脂肪，去除外部脂肪，Choice级，熟，烤架烤制,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",24.95,20.35,0,,,,,Beef Products,
sr_legacy_171230,sr_legacy,171230,牛肩眼牛排，无骨，可分离瘦肉和脂肪，去除外部脂肪，Select级，熟，烤架烤制,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",25.03,18.57,0,,,,,Beef Products,
sr_legacy_171231,sr_legacy,171231,牛肩眼牛排，无骨，可分离瘦肉和脂肪，去除外部脂肪，所有等级，生,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",18.86,16.35,0,,,,,Beef Products,
sr_legacy_171232,sr_legacy,171232,牛肋眼牛排，去骨，带边肉，仅可分离瘦肉，外部脂肪修整至1/8英寸，Choice 等级，熟，煎烤,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",27.3,11.97,0.0,,,,,Beef Products,lip-on/lip off 按带边肉/去边肉处理
sr_legacy_171233,sr_legacy,171233,牛肋眼牛排，去骨，带边肉，仅可分离瘦肉，外部脂肪修整至1/8英寸，Select 等级，熟，煎烤,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",28.98,8.48,0.0,,,,,Beef Products,lip-on/lip off 按带边肉/去边肉处理
sr_legacy_171234,sr_legacy,171234,牛肋眼牛排/烤块，带骨，带边肉，仅可分离瘦肉，外部脂肪修整至1/8英寸，各等级，生,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",21.22,9.04,0.0,,,,,Beef Products,lip-on/lip off 按带边肉/去边肉处理
sr_legacy_171235,sr_legacy,171235,牛肋眼牛排/烤块，带骨，带边肉，仅可分离瘦肉，外部脂肪修整至1/8英寸，Choice 等级，生,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",20.93,9.97,0.0,,,,,Beef Products,lip-on/lip off 按带边肉/去边肉处理
sr_legacy_171236,sr_legacy,171236,牛肋眼牛排，带骨，带边肉，仅可分离瘦肉，外部脂肪修整至1/8英寸，各等级，熟，煎烤,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",27.4,12.43,0.0,,,,,Beef Products,lip-on/lip off 按带边肉/去边肉处理
sr_legacy_171237,sr_legacy,171237,牛肋眼牛排，带骨，带边肉，仅可分离瘦肉，外部脂肪修整至1/8英寸，Choice 等级，熟，煎烤,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",27.03,13.44,0.0,,,,,Beef Products,lip-on/lip off 按带边肉/去边肉处理
sr_legacy_171238,sr_legacy,171238,牛肋眼牛排，带骨，带边肉，仅可分离瘦肉，外部脂肪修整至1/8英寸，Select 等级，熟，煎烤,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",27.96,10.91,0.0,,,,,Beef Products,lip-on/lip off 按带边肉/去边肉处理
sr_legacy_171239,sr_legacy,171239,牛肋眼烤块，去骨，带边肉，仅可分离瘦肉，外部脂肪修整至1/8英寸，各等级，熟，烤制,"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",28.21,11.68,0.0,,,,,Beef Products,lip-on/lip off 按带边肉/去边肉处理
sr_legacy_171240,sr_legacy,171240,Gjetost 棕奶酪,"Cheese, gjetost",9.65,29.51,42.65,,,,,Dairy and Egg Products,挪威 Gjetost 奶酪，保留英文便于核对
sr_legacy_171241,sr_legacy,171241,高达奶酪,"Cheese, gouda",24.94,27.44,2.22,,,,,Dairy and Egg Products,
sr_legacy_171242,sr_legacy,171242,格鲁耶尔奶酪,"Cheese, gruyere",29.81,32.34,0.36,,,,,Dairy and Egg Products,
sr_legacy_171243,sr_legacy,171243,Limburger 奶酪,"Cheese, limburger",20.05,27.25,0.49,,,,,Dairy and Egg Products,保留英文便于核对
sr_legacy_171244,sr_legacy,171244,莫扎雷拉奶酪，低水分，部分脱脂,"Cheese, mozzarella, low moisture, part-skim",23.75,19.78,5.58,,,,,Dairy and Egg Products,
sr_legacy_171245,sr_legacy,171245,Muenster 奶酪,"Cheese, muenster",23.41,30.04,1.12,,,,,Dairy and Egg Products,Muenster 奶酪，保留英文便于核对
sr_legacy_171246,sr_legacy,171246,Neufchâtel 奶酪,"Cheese, neufchatel",9.15,22.78,3.59,,,,,Dairy and Egg Products,Neufchâtel 常译纽沙泰尔奶酪
sr_legacy_171247,sr_legacy,171247,帕玛森奶酪，磨碎,"Cheese, parmesan, grated",28.42,27.84,13.91,,,,,Dairy and Egg Products,
sr_legacy_171248,sr_legacy,171248,瑞可塔奶酪，部分脱脂奶制,"Cheese, ricotta, part skim milk",11.39,7.91,5.14,,,,,Dairy and Egg Products,
sr_legacy_171249,sr_legacy,171249,Romano 奶酪,"Cheese, romano",31.8,26.94,3.63,,,,,Dairy and Egg Products,Romano 常译罗马诺奶酪
sr_legacy_171250,sr_legacy,171250,洛克福蓝纹奶酪,"Cheese, roquefort",21.54,30.64,2.0,,,,,Dairy and Egg Products,
sr_legacy_171251,sr_legacy,171251,瑞士奶酪,"Cheese, swiss",26.96,30.99,1.44,,,,,Dairy and Egg Products,
sr_legacy_171252,sr_legacy,171252,美式再制奶酪食品，强化维生素D,"Cheese food, pasteurized process, American, vitamin D fortified",16.86,25.63,8.56,,,,,Dairy and Egg Products,Pasteurized process cheese food 为巴氏杀菌再制奶酪食品
sr_legacy_171253,sr_legacy,171253,瑞士风味再制奶酪食品,"Cheese food, pasteurized process, swiss",21.92,24.14,4.5,,,,,Dairy and Egg Products,
sr_legacy_171254,sr_legacy,171254,美式再制奶酪抹酱,"Cheese spread, pasteurized process, American",16.41,21.23,8.73,,,,,Dairy and Egg Products,
sr_legacy_171255,sr_legacy,171255,Half and Half 淡奶油，液态,"Cream, fluid, half and half",3.13,11.5,4.3,,,,,Dairy and Egg Products,Half and Half 为半乳半奶油，保留英文便于搜索
sr_legacy_171256,sr_legacy,171256,酸奶油，减脂，发酵,"Cream, sour, reduced fat, cultured",2.94,12.0,4.26,,,,,Dairy and Egg Products,
sr_legacy_171257,sr_legacy,171257,酸奶油，发酵,"Cream, sour, cultured",2.44,19.35,4.63,,,,,Dairy and Egg Products,
sr_legacy_171258,sr_legacy,171258,蛋奶酒（Eggnog）,Eggnog,4.55,4.19,8.05,,,,,Dairy and Egg Products,Eggnog 常见中文为蛋奶酒，实际可含酒或不含酒版本
sr_legacy_171259,sr_legacy,171259,酸味调味酱，非乳脂，发酵，填充奶油型,"Sour dressing, non-butterfat, cultured, filled cream-type",3.25,16.57,4.68,,,,,Dairy and Egg Products,Sour dressing 类似酸奶油替代调味酱
sr_legacy_171260,sr_legacy,171260,CHOBANI 希腊酸奶，2%脂肪，椰子味,"Yogurt, Greek, 2%fat, coconut blend, CHOBANI",8.11,1.71,11.04,,,,,Dairy and Egg Products,保留品牌 CHOBANI
sr_legacy_171261,sr_legacy,171261,奶油替代品，液态，含氢化植物油和大豆蛋白,"Cream substitute, liquid, with hydrogenated vegetable oil and soy protein",1.0,9.97,11.38,,,,,Dairy and Egg Products,
sr_legacy_171262,sr_legacy,171262,奶油替代品，液态，含月桂酸油和酪蛋白酸钠,"Cream substitute, liquid, with lauric acid oil and sodium caseinate",1.0,9.97,11.38,,,,,Dairy and Egg Products,
sr_legacy_171263,sr_legacy,171263,奶油替代品，粉末,"Cream substitute, powdered",2.48,32.92,59.29,,,,,Dairy and Egg Products,
sr_legacy_171264,sr_legacy,171264,液态牛奶替代品，含月桂酸油,"Milk substitutes, fluid, with lauric acid oil",1.75,3.41,6.16,,,,,Dairy and Egg Products,
sr_legacy_171265,sr_legacy,171265,全脂牛奶，3.25%乳脂，添加维生素D,"Milk, whole, 3.25% milkfat, with added vitamin D",3.15,3.25,4.8,,,,,Dairy and Egg Products,
sr_legacy_171266,sr_legacy,171266,生产者牛奶，液态，3.7%乳脂,"Milk, producer, fluid, 3.7% milkfat",3.28,3.66,4.65,,,,,Dairy and Egg Products,Producer milk 指生产端原料乳/生产者牛奶
sr_legacy_171267,sr_legacy,171267,减脂牛奶，液态，2%乳脂，添加维生素A和D,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",3.3,1.98,4.8,,,,,Dairy and Egg Products,
sr_legacy_171268,sr_legacy,171268,低脂牛奶，液态，1%乳脂，强化蛋白，添加维生素A和D,"Milk, lowfat, fluid, 1% milkfat, protein fortified, with added vitamin A and vitamin D",3.93,1.17,5.52,,,,,Dairy and Egg Products,
sr_legacy_171269,sr_legacy,171269,脱脂牛奶，液态，添加维生素A和D,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",3.37,0.08,4.96,,,,,Dairy and Egg Products,
sr_legacy_171270,sr_legacy,171270,脱脂牛奶，液态，添加脱脂乳固体、维生素A和D,"Milk, nonfat, fluid, with added nonfat milk solids, vitamin A and vitamin D (fat free or skim)",3.57,0.25,5.02,,,,,Dairy and Egg Products,
sr_legacy_171271,sr_legacy,171271,脱脂牛奶，液态，强化蛋白，添加维生素A和D,"Milk, nonfat, fluid, protein fortified, with added vitamin A and vitamin D (fat free and skim)",3.96,0.25,5.56,,,,,Dairy and Egg Products,
sr_legacy_171272,sr_legacy,171272,速溶脱脂奶粉，添加维生素A和D,"Milk, dry, nonfat, instant, with added vitamin A and vitamin D",35.1,0.72,52.19,,,,,Dairy and Egg Products,
sr_legacy_171273,sr_legacy,171273,脱脂奶粉，低钙,"Milk, dry, nonfat, calcium reduced",35.5,0.2,51.8,,,,,Dairy and Egg Products,
sr_legacy_171274,sr_legacy,171274,酪乳，干制,"Milk, buttermilk, dried",34.3,5.78,49.0,,,,,Dairy and Egg Products,
sr_legacy_171276,sr_legacy,171276,淡炼乳罐头，添加维生素D，未添加维生素A,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",6.81,7.56,10.04,,,,,Dairy and Egg Products,
sr_legacy_171278,sr_legacy,171278,山羊奶，液态，添加维生素D,"Milk, goat, fluid, with added vitamin D",3.56,4.14,4.45,,,,,Dairy and Egg Products,
sr_legacy_171279,sr_legacy,171279,人乳，成熟乳，液态,"Milk, human, mature, fluid",1.03,4.38,6.89,,,,,Dairy and Egg Products,
sr_legacy_171280,sr_legacy,171280,水牛奶，液态,"Milk, indian buffalo, fluid",3.75,6.89,5.18,,,,,Dairy and Egg Products,
sr_legacy_171281,sr_legacy,171281,酸乳清，干制,"Whey, acid, dried",11.73,0.54,73.45,,,,,Dairy and Egg Products,
sr_legacy_171282,sr_legacy,171282,甜乳清，液态,"Whey, sweet, fluid",0.85,0.36,5.14,,,,,Dairy and Egg Products,
sr_legacy_171283,sr_legacy,171283,甜乳清，干制,"Whey, sweet, dried",12.93,1.07,74.46,,,,,Dairy and Egg Products,
sr_legacy_171284,sr_legacy,171284,原味酸奶，全脂奶制,"Yogurt, plain, whole milk",3.47,3.25,4.66,,,,,Dairy and Egg Products,
sr_legacy_171285,sr_legacy,171285,水果味酸奶，低脂，每8盎司含10克蛋白质,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce",4.37,1.08,19.05,,,,,Dairy and Egg Products,
sr_legacy_171286,sr_legacy,171286,水果味酸奶，低脂，每8盎司含11克蛋白质,"Yogurt, fruit, low fat, 11g protein/8 oz",4.86,1.41,18.6,,,,,Dairy and Egg Products,
sr_legacy_171287,sr_legacy,171287,全蛋，新鲜，生,"Egg, whole, raw, fresh",12.56,9.51,0.72,,,,,Dairy and Egg Products,
sr_legacy_171288,sr_legacy,171288,墨西哥混合奶酪,"Cheese, Mexican blend",23.54,32.14,0.13,,,,,Dairy and Egg Products,
sr_legacy_171289,sr_legacy,171289,美式再制奶酪产品，强化维生素D,"Cheese product, pasteurized process, American, vitamin D fortified",16.09,23.06,8.85,,,,,Dairy and Egg Products,
sr_legacy_171290,sr_legacy,171290,美式再制奶酪，未添加维生素D,"Cheese, pasteurized process, American, without added vitamin D",18.13,31.79,3.7,,,,,Dairy and Egg Products,
sr_legacy_171291,sr_legacy,171291,美式再制奶酪食品，未添加维生素D,"Cheese food, pasteurized process, American, without added vitamin D",16.86,25.63,8.56,,,,,Dairy and Egg Products,
sr_legacy_171292,sr_legacy,171292,切达奶酪，减脂,"Cheese, cheddar, reduced fat (Includes foods for USDA's Food Distribution Program)",27.35,20.41,2.67,,,,,Dairy and Egg Products,
sr_legacy_171295,sr_legacy,171295,切达奶酪，无脂,"Cheese, cheddar, nonfat or fat free",32.14,0.0,7.14,,,,,Dairy and Egg Products,
sr_legacy_171296,sr_legacy,171296,CHOBANI 希腊酸奶，无脂，香草味,"Yogurt, Greek, nonfat, vanilla, CHOBANI",9.07,0.22,8.09,,,,,Dairy and Egg Products,保留品牌 CHOBANI
sr_legacy_171297,sr_legacy,171297,DANNON OIKOS 希腊酸奶，草莓味,"Yogurt, Greek, strawberry, DANNON OIKOS",8.25,2.92,11.67,,,,,Dairy and Egg Products,保留品牌 DANNON OIKOS
sr_legacy_171298,sr_legacy,171298,DANNON OIKOS 希腊酸奶，无脂，香草味,"Yogurt, Greek, nonfat, vanilla, DANNON OIKOS",8.12,0.14,12.72,,,,,Dairy and Egg Products,保留品牌 DANNON OIKOS
sr_legacy_171299,sr_legacy,171299,DANNON OIKOS 希腊酸奶，无脂，草莓味,"Yogurt, Greek, nonfat, strawberry, DANNON OIKOS",8.03,0.22,12.53,,,,,Dairy and Egg Products,保留品牌 DANNON OIKOS
sr_legacy_171300,sr_legacy,171300,希腊酸奶，草莓味，低脂,"Yogurt, Greek, strawberry, lowfat",8.17,2.57,12.29,,,,,Dairy and Egg Products,
sr_legacy_171301,sr_legacy,171301,LIFEWAY 低脂草莓味开菲尔,"Kefir, lowfat, strawberry, LIFEWAY",3.39,0.9,10.2,,,,,Dairy and Egg Products,保留品牌 LIFEWAY；Kefir 为开菲尔发酵乳
sr_legacy_171302,sr_legacy,171302,淡炼乳，2%脂肪，添加维生素A和D,"Milk, evaporated, 2% fat, with added vitamin A and vitamin D",6.67,2.0,15.74,,,,,Dairy and Egg Products,
sr_legacy_171304,sr_legacy,171304,希腊酸奶，原味，全脂奶制,"Yogurt, Greek, plain, whole milk",9.0,5.0,3.98,,,,,Dairy and Egg Products,
sr_legacy_171308,sr_legacy,171308,Half and Half 淡奶油，低脂,"Cream, half and half, lowfat",3.33,5.0,3.33,,,,,Dairy and Egg Products,
sr_legacy_171309,sr_legacy,171309,CHOBANI 希腊酸奶，全脂，原味,"Yogurt, Greek, whole, plain, CHOBANI",8.24,4.01,3.24,,,,,Dairy and Egg Products,保留品牌 CHOBANI
sr_legacy_171310,sr_legacy,171310,CHOBANI 希腊酸奶，无脂，柠檬味,"Yogurt, Greek, nonfat, lemon blend, CHOBANI",8.62,0.15,10.66,,,,,Dairy and Egg Products,保留品牌 CHOBANI
sr_legacy_171311,sr_legacy,171311,CHOBANI 希腊酸奶，无脂，桃子味,"Yogurt, Greek, nonfat, peach, CHOBANI",7.76,0.11,11.9,,,,,Dairy and Egg Products,保留品牌 CHOBANI
sr_legacy_171312,sr_legacy,171312,CHOBANI 希腊酸奶，无脂，原味,"Yogurt, Greek, nonfat, plain, CHOBANI",9.53,0.24,3.43,,,,,Dairy and Egg Products,保留品牌 CHOBANI
sr_legacy_171313,sr_legacy,171313,CHOBANI 希腊酸奶，无脂，覆盆子味,"Yogurt, Greek, nonfat, raspberry, CHOBANI",7.65,0.22,11.98,,,,,Dairy and Egg Products,保留品牌 CHOBANI
sr_legacy_171314,sr_legacy,171314,澄清黄油（Ghee）,"Butter, Clarified butter (ghee)",0.0,100.0,0.0,,,,,Dairy and Egg Products,Ghee 常译为酥油或澄清黄油
sr_legacy_171400,sr_legacy,171400,牛脂（牛油）,"Fat, beef tallow",0.0,100.0,0.0,,,,,Fats and Oils,
sr_legacy_171401,sr_legacy,171401,猪油,Lard,0.0,100.0,0.0,,,,,Fats and Oils,
sr_legacy_171409,sr_legacy,171409,三明治抹酱，含碎酸黄瓜，普通型，油种未注明,"Sandwich spread, with chopped pickle, regular, unspecified oils",0.9,34.0,22.4,,,,,Fats and Oils,
sr_legacy_171410,sr_legacy,171410,花生油，沙拉或烹调用,"Oil, peanut, salad or cooking",0.0,100.0,0.0,,,,,Fats and Oils,
